plan_rows,exe_times
1046894,8830.694
1891654,1136.807
862,8908.900
2427571,1766.844
2646,9406.674
1066738,16033.799
249174,4684.658
11357265,24013.747
104,13408.306
16920,20975.258
2818001,30501.016
2455509,6808.733
2794289,1847.452
851659,7153.489
51,1016.955
246,1321.004
1423471,10816.713
2915,18829.767
5657396,32988.569
3749353,7648.100
160780455,186140.044
42759494,52544.397
485,10566.024
70,13690.230
124,1761.633
324,13852.264
61983,1292.367
104,863.558
134,1855.555
89717,891.542
86956,3772.804
1234502,995.604
500,9626.175
48954,1928.635
382096,11550.145
5716999,15789.659
11443,8927.276
574399,12668.442
574,2510.499
151923,3527.089
183,2434.716
2047679,5907.242
3,2749.274
14899358,38260.509
1874,17936.153
13619199,12473.493
28463,14727.575
9033,8495.369
6439800,32777.444
5099222,13602.060
838101,21888.054
1535688,1625.043
28392631,64882.767
96628,2153.283
648051,9975.042
1,1726.219
6547099,24471.502
246,1252.978
45087,17988.029
104,814.855
48991,12554.271
552739,37321.155
3,5665.962
19807,7373.162
2497914,84232.266
500,33838.681
3512,8617.207
283,31867.805
812126,11395.248
3294672,5350.492
868437,10853.667
51,2679.623
1150,56323.353
78594,6762.799
5849,21920.561
46847,22717.737
246,2957.980
246,3499.595
1050519,3240.427
53912,53063.700
303141,10063.112
167153,11891.686
500,30644.301
13759225,22157.153
336,21388.172
2126659,4501.130
22974825,105838.878
817714,60601.630
1120148,11496.866
88888,64995.559
6106453,83264.916
4749852,54856.328
5682916,44969.107
9623,9618.608
466417,40514.577
7229053,60461.420
993309,9839.402
2673,37858.418
147695,9051.970
254,6152.949
1538549,32340.497
24,32317.256
1942267,26598.417
385325,10242.854
2166973,13812.753
440,32795.976
1133099,3591.899
11034621,80946.443
1438203,47346.933
246,2879.544
373399,15716.138
4669150,76962.930
53,2639.970
41403,10408.971
51,2352.709
14021743,40167.515
2911,41095.274
1284838,32380.491
5105172,73064.400
101068,11117.461
1638812,27507.808
1534086,54011.648
1767,5368.520
409320,58185.229
1389939,27702.074
10789,7586.091
29685534,37904.574
9593850,39299.206
356468,1354.505
3918930,24160.533
163944,4894.252
1434,8953.689
437673,21526.595
3718,6482.805
5474,1335.467
27995990,16252.409
13686148,7970.072
246,1269.190
3133423,6801.978
220790,2885.385
8138841,42979.426
25706,9425.274
352559,5589.830
11548,9178.406
246,1173.360
13108370,41045.556
1104300,16472.672
1567549,31165.329
48653,8484.239
425499,10875.275
1962419,34382.771
1607884,1161.679
85143,2106.857
989905,13712.127
23457985,88746.081
1092559,12865.429
7378358,53631.969
5299534,19870.587
49251,3722.604
25012,3795.805
134,1996.687
3296010,26231.735
23,2349.430
35158,7070.417
3898456,27619.759
55951,3361.333
3550204,1950.007
63,2514.289
25,1906.023
387609,5713.859
1269273,1542.404
401382,11058.571
136,12803.304
96,1257.678
5719,2605.633
45,1797.884
709,3174.312
147549,4645.157
10254,1512.603
337753,8478.051
407340,1023.992
261592,11180.390
396,14959.217
53,6094.828
13619,2692.245
11129498,13889.424
57167,2696.655
396,13773.067
2915,17868.247
100,10555.806
324422,6582.531
199,11860.080
875761,7246.562
534328,7572.850
9880,9709.271
500,10192.646
5698282,50016.559
25,924.334
51,892.705
1874,17952.549
2253268,1866.249
650664,16898.699
190112,3084.075
210953,2693.924
688810,4533.354
516,12664.315
2797374,1808.533
219496,12964.739
3001,2168.043
1808301,5145.374
43351,8879.095
11533,6901.232
254,2407.148
43351,8785.481
1259475,5692.888
404040,892.301
9420450,39895.150
11065311,46910.451
683182,1424.589
12652173,48117.462
1977313,51579.205
7858,8248.279
19747269,111642.118
11841797,46091.192
246,3786.547
36620,9823.242
211408,8181.053
10267063,57606.679
677749,3876.970
942200,3324.698
615235,43521.124
12926868,88688.851
2769928,4680.620
130,10538.367
246,3747.620
3892,8613.251
111805,46174.074
287116,8193.739
246,3477.116
1004810,9717.142
5,42102.216
164,4647.981
666925,11638.826
663790,9352.557
4407739,81939.164
191094,3588.707
363779,13353.835
1951108,12549.126
1267960,3858.420
464532,2811.784
2013501,4814.259
39119,27963.688
222443,54513.443
100114427,186069.904
265331,23051.323
126946,11764.766
89,4958.599
1753591,12502.180
473,8116.256
6917646,68412.366
887165,16428.739
1837358,2615.756
3879733,57166.082
213,44287.621
6349,1556.516
324,38451.032
199391,26698.911
2441706,72238.433
921510,8573.308
1191,8004.378
1619128,39636.252
34018054,44443.772
362861,21931.101
3014,835.058
414979,6271.886
1131434,12043.152
716926,15036.273
246,1198.433
494834,6250.481
246,1170.332
2400505,1792.154
327379,3303.173
225888,7125.970
1335782,904.892
97282488,138487.915
1628,2777.453
551547,21467.268
12733866,14162.515
3208245,18691.642
891621,3966.454
4397447,46326.022
64696,4015.955
740113,17941.223
246,1275.679
55264,4686.686
273,11482.740
24268,9274.159
77348577,121561.757
2785949,1783.836
1900598,1209.538
712438,6398.449
3858020,2217.824
523571,14388.030
230464,9429.103
2915,18474.894
1880667,1713.882
59199016,100956.238
1323019,1057.261
360703,24183.428
151484,5317.522
23459764,51681.546
246,1160.973
2151654,1371.705
5203794,30106.743
1576985,15669.483
1404085,1483.930
883176,4061.377
9930080,16182.813
500,10295.183
5719415,27587.909
305,11017.187
208008,1176.984
1970,11956.775
30299836,15012.540
400134,989.058
104,867.833
914086,24224.800
847343,4028.227
16448990,14638.637
1423670,18814.851
4098,3696.924
30137,4673.029
246,1414.881
268145,5415.174
96198,9921.399
28131,9284.504
656938,6854.126
2708460,18973.791
35826622,73582.785
475,15220.116
10853470,39806.722
13353304,47950.119
277132,5873.282
652700,3514.444
914012,12509.880
411230,947.177
53,892.543
162027761,185538.514
1196927,12729.769
5246092,25930.067
246,1288.910
4532,1159.199
17246522,14856.353
182743,3506.252
2429080,6768.846
32692,8602.601
6457359,35742.984
26602,15347.406
130394,13012.871
5327,18477.998
4159221,13998.415
27257,10511.005
6214,2609.448
6,6538.139
2588755,5798.468
25887,15600.832
187821,10662.985
175,1243.659
114821,2158.006
2587848,35983.419
14318610,16464.315
7795689,35056.834
10876719,70439.570
14711125,45954.670
86,1873.062
31223,2071.122
246,1231.713
1,12156.258
686419,16102.645
1258578,1306.188
91511,8980.477
989806,5354.110
2648962,29262.580
692162,4755.844
111433,3264.163
7259405,41799.195
136,13165.077
246,1270.539
2002510,5042.418
86436,4471.671
3166615,33080.966
1085885,14807.025
6431,2253.244
322360,3663.365
332000,3334.016
515753,15503.676
17534898,12480.359
8097639,41637.740
721515,18402.523
65376,869.437
30855,13645.563
136,15392.769
4752,1720.041
34731,9257.842
268713,10877.481
1053053,14543.950
246,1185.016
53965,4937.983
9282940,12994.650
6203069,22587.933
410247,17518.700
1279140,1603.598
71907,7749.163
4443693,13267.357
3714576,19921.098
19026244,13702.312
3444405,20440.106
246,1112.334
21,10680.899
805268,1042.314
1204518,14786.230
89370,4379.299
15171259,45586.133
441,17465.433
1832195,1293.460
370399,3156.851
532263,4044.689
708144,19540.733
9,1355.215
248589,4001.706
42558,8582.502
125578,4531.675
54413,14220.956
10345105,20935.665
120570,5479.142
9870378,48375.653
272,2618.991
3647582,18574.137
19119,14714.575
810082,12558.327
39569,5077.554
3035978,49013.668
1152855,6979.502
1457744,9465.631
8662349,53451.473
374596,19080.478
136,13592.000
484,2603.688
27,795.790
176,10574.504
78019450,93470.419
124356,19871.225
2142,13089.687
215024,3922.957
127885,2671.031
75604,18195.230
246,1092.365
5469333,16875.343
732087,22996.115
71381,22198.746
45,1789.730
2337482,18770.249
684673,4935.049
3047391,9850.007
2286,19595.027
1161,2287.899
388,21187.357
2190441,28461.950
346686,6329.646
104,773.309
2307670,12144.182
10522914,79699.189
322953,5230.792
1,1698.196
50855961,98822.162
53,878.003
3183097,29133.340
246,1529.271
6857407,44977.560
210975242,232946.141
245667,3050.236
666908,3902.821
1132636,13114.580
617909,4025.008
1294307,16809.180
25132,13357.201
2461222,1809.871
97,19622.591
150,1273.677
551869,1022.803
1099474,21689.131
78896,1177.846
351225,24115.841
3978651,21586.854
29674270,15896.675
124998,22217.240
246,1298.790
3360431,35235.033
276,14085.645
83107,11043.434
2178445,5580.558
1258781,12000.191
116534,2476.215
291463,1375.251
205750,915.962
1535,688.676
8492651,40216.594
101143,4277.484
19527,727.096
2357644,1251.581
177791,1156.063
348376,3201.869
2941821,27880.760
114746,1327.379
254,2496.921
20119,9185.900
89012,3382.269
22603273,43075.521
1381,1578.583
90541,9367.851
17937,4329.167
8101,3324.553
484521,20681.176
353314,8094.909
2630830,16226.130
1092092,4535.769
218956,2994.826
980975,4759.205
90254,782.778
24634,21649.945
693450,1161.852
17323682,12896.064
246,1364.194
4589014,41815.431
3522943,11538.764
835868,22663.698
968570,1016.034
194943,4427.999
1433539,21540.580
269892,8072.648
617123,13882.074
4232728,16462.437
3788715,42583.103
1913366,1695.349
1947135,24525.066
91905,4601.863
2534058,31386.574
4188,2748.159
730213,16132.419
15864313,62990.116
920370,1337.580
277088,18651.790
137283,9098.059
719990,7404.814
246,1334.205
2082814,14127.569
48035,1873.425
2002,16480.439
1114008,24969.754
5474,1222.607
37957,3376.852
1168958,9501.391
6497,14304.088
4033,2569.390
366954,6156.878
4901019,18986.499
129379,4178.082
7594566,25636.388
500,11015.823
366790,2998.644
34840,3515.238
3190186,18876.640
32504,3818.406
5346,3381.364
30625,2483.882
3524,15632.701
882,12607.548
1,1302.839
1184696,1509.420
1913185,5633.222
629,6511.241
1039830,1511.509
2471627,39164.459
840437,1180.771
2685079,13153.745
1336,1586.852
1307277,9371.764
246,1382.645
160026,17761.366
526338,14450.840
24728201,14812.602
119018,4913.129
41,1285.878
19218562,53122.205
4594,8120.442
104,860.380
1773267,38966.714
51,901.261
13717294,14245.842
9367279,36230.516
171283,10996.074
1996593,1664.057
2273810,1353.707
146286,11465.484
1692638,1675.294
1500276,1599.681
246,1344.199
344626,3805.056
11519,3375.943
190492,9568.791
246,1265.368
499679,7821.732
580489,1148.402
3239981,1593.513
246,1164.320
185813,2443.781
9931891,38142.499
246,1226.680
736542,1517.360
3437902,24024.555
120769117,103024.397
246,1165.713
539409,6736.482
104,643.148
4004090,14159.250
165604,2173.151
819580,1250.682
44733,10179.851
138,13653.601
72271,3049.301
500,10433.873
51,725.431
927579,933.474
1635657,1599.598
103398,7854.706
246,1398.831
8102877,17322.784
816677,4040.729
298620,10486.947
38926,13639.111
82411,3127.299
100385,38115.325
432196,12608.755
11792,1240.606
1909391,14792.915
11661,17389.459
420010,19955.935
271640,16642.342
3328537,14643.895
2361903,1237.354
911,16040.197
63,6723.356
2855619,1797.237
766525,9420.317
37444,17137.953
254,5463.349
30106,19798.511
7646852,59410.608
11577910,17225.205
1613337,5368.983
18700,3580.121
47873249,87364.694
176,10373.392
628,13726.283
5197,2886.856
2448172,31354.067
23908,12772.246
3140415,21275.719
15046442,14025.265
130,2388.802
233043,1212.824
3549717,1918.068
29,2086.468
50,1366.605
961256,31006.741
174,1486.958
27098088,16177.710
4451,17796.934
710159,868.624
246,1332.342
32061,3850.417
1074948,5451.864
271496,17972.954
934,28240.689
457247,38142.631
246,3706.591
500,33125.003
9,32080.156
1071,5184.959
500,34045.862
148941,41789.285
9647,28369.573
11698,49034.601
440,31638.018
1559549,4274.839
257075,3726.791
541560,12009.352
569133,9292.064
1175822,4251.632
3790976,5357.344
390519,35945.810
816993,13571.289
3816329,32165.161
182157,3416.666
13832,4640.956
453723,9431.347
7805,34278.989
8,22217.787
18427533,40156.909
3242604,4883.288
4334917,5132.314
13911484,114053.305
560,22176.631
324,41221.664
360319,23879.204
594555,30328.258
138551,16045.791
228014,10541.738
5121448,60047.858
501074,35115.426
993872,26641.214
24229729,45698.110
246,4057.588
7,40696.340
20,44809.638
5730,4260.758
51,2541.608
165891,26191.835
9117555,88690.076
5139489,40950.086
1356,4321.718
2915,50554.356
246,3493.129
71078,53336.912
31720556,42435.641
17444105,112721.667
1976480,12365.016
29038,49007.759
80343,2513.609
14031,13054.214
1057229,16618.810
2362336,5164.483
423722,63580.887
595254,3884.184
4456240,6345.352
4616837,95368.954
2265714,26295.031
575343,22523.242
70901,29801.441
25237924,35678.237
3380381,52724.668
2051495,1625.083
332,14379.002
364732,11672.717
1658768,22816.647
80731,1963.253
19874495,14411.796
2164,7207.587
1311549,13569.626
281463,6239.701
817698,3996.734
3301391,31381.517
776119,14867.849
412681,10420.297
3077914,13039.916
488882,6964.029
39413,2837.916
294474,21133.841
450994,3960.268
229442,18024.836
1007036,9022.945
324,13166.760
1441294,1723.989
1867495,6307.305
3973442,30692.077
6523911,28741.710
726597,1532.823
241660,3502.933
1334226,1593.526
10887,9135.560
53,937.898
303793,3551.574
10089705,39563.754
559365,11076.470
246,1267.175
30298,10570.808
191346,1373.817
151336,9875.196
12028108,22875.828
71096,7150.575
34385,2380.995
246,1026.539
939584,8683.597
730736,1489.807
2678,2019.176
104,911.347
1783350,1657.079
673208,8672.975
533088,3945.026
1667325,20481.173
5010228,14095.479
18740007,44397.333
3197705,17268.917
949,1817.204
715461,1415.233
216641,1258.276
288234,4594.080
4329643,12583.975
1047163,1264.046
2337,18456.844
125050,9948.359
732029,7393.821
6308586,30850.006
11513,2453.610
64,2521.616
203827,20745.441
66,13233.602
40,749.223
13725,13678.350
3914537,31088.780
905171,14745.688
17476,9647.040
10027,2399.619
219228,2683.807
23141,1855.656
297,6874.410
172995,3311.391
8723589,12812.387
324,14041.869
188808,9238.681
13277,2871.347
53,572.391
2257,8549.863
10469498,39611.341
1905431,16539.119
18682,19139.051
3350087,1965.872
12323,1681.187
21354,7176.311
21,2702.786
150,1277.855
536855,8435.417
731680,3372.797
246,1274.254
258494,10278.397
424298,972.190
882,8670.361
6298216,17604.971
3398820,12353.447
7763287,39309.847
2083052,1240.584
8785530,13627.495
88478,1185.012
965368,4600.884
55893,2099.802
378291,1020.012
464723,20006.698
5797627,40559.696
19703135,95706.961
95716,23816.850
104,2156.766
133937,55708.689
324,37727.551
224,6754.798
122071,28171.813
607501,15996.569
2247654,13075.140
29091639,39732.717
28482,5115.616
47269,6968.800
67783,56413.256
179122,6395.935
4864709,54447.119
10171,5463.912
273759,34510.260
1586,4468.358
6380,6667.131
19917342,67605.071
83926,12161.514
3235922,5222.588
22793758,97471.899
34771,20407.050
3524,50834.645
9493908,37428.303
500,31915.092
32399,10700.453
3112278,59502.105
2225989,11880.455
53,2212.336
7487884,80836.771
297313,18850.733
11524,9489.077
1349826,4868.914
86891,6627.952
12393,4422.475
590,8986.771
34960158,49045.802
7887,54495.126
393582,11537.878
2187855,4791.187
721,49174.504
74629,25346.688
311,5647.760
2260,4430.125
190152,21278.501
104,2576.481
5769125,38013.862
70191,26290.803
1232,52116.374
3102974,12805.415
2419,21041.621
69751661,167697.975
3165737,1910.165
51,850.553
545345,12877.718
7437,1125.694
263,12177.032
2334351,6218.673
11562110,26266.152
4543,2416.293
208401,11469.287
576,6356.881
15309,8540.230
31447,14898.092
43351,9371.270
12283303,44271.724
206876,9371.888
168,13690.494
30561036,17495.138
2184198,30267.605
2771676,1804.218
1971538,31290.567
32616464,49489.197
246,1379.403
1,1311.687
169467,6660.035
21267632,40345.232
16,1332.266
96109,4872.028
679,15980.899
9127302,15951.850
10,10696.854
831362,1076.870
24,13062.065
1275143,4799.772
4966482,35617.925
1922404,16457.165
246,1238.616
81689,10488.568
2964381,1840.940
2496947,16582.213
246,1328.833
1434,8485.591
2932856,7194.327
13773841,22617.025
2555820,1555.074
2072924,11028.436
15,2461.396
18654,1840.163
2478155,24227.599
2969703,1827.703
2070584,1248.414
159003,9943.454
5028523,25789.399
31147953,17073.128
361,1483.409
203232,10996.571
762679,4204.317
1083177,23548.012
815,6895.702
7995949,13800.835
57,1460.354
3279196,11864.233
89980,10965.107
488506,927.674
500,10692.411
1894507,1620.899
1434,7346.859
519232,13263.412
735802,3728.205
27466100,17521.867
799621,4632.710
407402,6308.042
173206,11789.629
133732,18581.388
46101,6894.424
403080,6333.052
7530103,25702.364
85,10746.242
2036395,1778.878
9219091,48117.773
1050519,4222.798
9043849,54985.532
1877561,5696.350
3401905,35835.436
1079234,4929.002
89,1745.430
2872358,25559.886
131143,712.089
20404962,97162.439
1657,7253.870
59,2295.563
2703163,1878.588
11804756,13658.405
4436989,2107.080
31448706,17337.178
518558,3570.110
83472286,69475.476
1984465,22454.037
224888,5888.265
4913365,18990.016
9789443,33265.547
120796,19112.667
170,1847.961
8872696,35951.325
22491,2376.740
490,8219.833
2733358,1701.640
1591297,12859.283
2866965,1791.767
11652,1156.397
176,11056.219
7882487,42714.143
428416,4069.633
482444,5369.355
7868147,36977.840
4561133,17657.915
10581,1893.935
126,12610.418
3559818,13400.933
2190773,6438.613
3131,3339.202
8635502,37041.723
343200,6651.242
104,796.449
2625842,1819.918
979202,13661.637
394981,6765.455
61311,3551.020
81322011,124874.077
1524480,12413.111
4752488,26417.073
5964278,15199.660
328,7524.577
10866,1054.874
786810,1166.200
1763603,1132.134
51784,4156.995
1407658,12125.733
12738943,33452.266
19064330,42570.828
5028952,40840.693
4317807,7662.165
181844,3927.381
1649751,1608.172
49,878.774
426744,5847.126
135811,5298.766
2288360,1710.435
507866,21326.219
4501734,14152.463
7389,1293.023
4476433,18616.027
901918,1109.845
924486,30813.450
8690793,13388.641
2114174,30430.701
500,11262.475
1241792,7493.183
1209137,1547.563
1090,13952.606
6997,3304.547
324,13584.410
4281138,38034.612
1790,18870.672
2110544,5584.986
1232970,9464.663
9595296,40612.013
860,2442.859
259614,5061.446
1356688,1195.203
3659494,23160.991
1872033,14274.345
516,11999.013
847462,1180.067
1084031,5647.370
496611,7954.239
6979933,16193.835
199240,12280.144
1015044,1281.216
9917,3996.098
53,914.615
7313176,38055.943
68531895,112144.732
990,2015.204
731,14807.812
509358,895.014
1574407,25715.657
70,1463.078
167485,528.270
1641000,35146.569
3471216,18764.250
324,14325.663
862078,8077.812
22725845,20759.435
1654839,19034.735
18351,3108.403
4713785,13255.659
168,13387.885
55,9670.062
759256,4277.034
2474,1802.034
706130,11510.273
8809127,37624.631
13935073,43880.052
4,8006.662
17657625,17002.772
3517655,36923.627
23738,9134.817
3231826,20259.309
62537,24197.386
544524,3579.789
1025,3875.323
194399,5697.878
1778846,12871.413
246176,3251.345
23241,2930.121
556581,917.750
3996,5574.064
8859872,29158.124
125493,4502.118
341992,21053.812
7139741,59915.716
47245,10085.694
565312,859.092
489,7460.799
51778,2522.787
1720403,21660.451
1231165,10464.340
186355,6161.917
4175,719.184
2937429,37381.938
1102582,11305.596
323908,3850.193
2124130,5826.786
2714422,16012.044
11107484,57372.599
2815,2708.665
1480582,23413.744
750185,1563.773
4038963,2236.069
13615166,16879.851
1065782,36184.292
35285588,54413.230
5480641,18986.166
1661729,5359.641
2881754,30452.729
198323,6780.998
290117,3600.669
168,2152.149
881936,9148.736
2915,18312.342
1383655,24782.806
54656511,160715.086
104,789.762
1184031,8254.567
176877,20108.232
4358825,2073.760
353,1594.367
168,12396.203
3119951,1847.311
79,2323.046
3250265,1950.146
497326,22860.169
69021,8558.293
962080,1111.555
549609,7227.514
41,798.405
219702,10566.338
43351,8995.747
15866,2189.365
3656516,38197.500
144251,2889.095
53556,2261.418
374772,7171.520
8981557,26751.922
134,2032.911
1531825,4708.014
70882,861.071
30665,22196.493
5740,837.760
101396,4204.862
175632,4184.488
8667955,13761.386
126025982,155946.577
8747006,44412.813
3896389,16939.159
3348452,7786.022
53,929.692
1273603,5194.141
240475,19262.161
4903985,41613.699
12935015,15309.835
1405338,6950.116
49497,2878.387
80079,2955.099
6459430,23029.406
1834652,13987.884
44,11302.177
104,851.815
11264,1823.846
89974,16248.618
246,1331.868
246,1307.109
7033667,12682.945
10109222,16301.177
1730147,1641.886
37995,3369.124
189892,3045.378
465159,15658.985
992038,13735.495
77216838,108636.901
2178013,12746.108
464,8229.185
104,917.123
4942230,24248.591
3763,2178.678
22922384,15712.189
63268,8865.525
11,15351.424
14249262,50808.057
19,1270.949
12399,2443.703
280874,3820.371
612827,8609.439
119422,3700.737
246,1326.413
202,6727.704
10429,2650.325
11852,16946.955
103683,745.435
246,530.550
29,1779.348
51,959.867
1359088,1518.622
263,11896.964
378935,4497.163
8706835,43235.450
1963,1223.525
104420,9199.505
91,11667.482
389820,7031.946
36894,3839.285
5201,17166.573
52811,3750.314
53,786.418
64788,2675.998
110078,5985.371
896269,19342.638
1897456,22422.563
5238734,18194.389
795874,3934.192
7437,1030.608
229802,5588.069
25735643,101073.509
500,10782.004
394595,23428.527
3824045,8048.832
491,8101.161
4,1323.788
296422,9603.304
64998,5325.779
500,10137.174
2658999,6585.756
3108,2696.200
73601,2176.147
246,1245.054
2054,2544.831
246,1301.368
28260,3555.610
73825,16753.853
23192014,16022.120
1318397,1136.493
2312697,36419.287
713257,4512.342
970003,12956.368
246,1401.140
769118,13463.140
956872,1257.211
129996,2319.174
1963,1119.232
5364,4239.352
146350702,175595.084
2309240,19611.983
2793965,37629.990
1637651,1569.302
6251042,22563.237
354582,7684.860
14381652,51305.571
246,1227.274
302011,15433.426
603667,11923.016
246,1247.355
750657,22315.251
15862,8743.217
4811545,13617.718
64254,4870.936
1200,1377.373
246,1292.052
591675,10190.288
815495,7195.485
603,7456.939
378480,78046.460
6692,54039.233
246,3888.387
165424,16907.940
701291,11529.434
263,36532.109
246,3761.387
500,34075.375
1470,6838.081
166412,3880.394
868489,4577.249
16182497,45668.081
242686,26913.482
292259,2651.080
265460,9781.969
3789,54058.007
2637354,61211.391
606,19648.780
221085,9612.082
22568300,42048.937
662092,15571.226
7177086,51370.632
14190,8914.143
3751,10721.637
4312,47861.300
77562,31502.178
11381344,85474.358
334276,38527.977
45,4900.572
201436,4233.088
3415,6280.500
43993,8844.713
2809543,4609.539
500,31782.370
2915,54133.146
211923,13018.068
4740589,86331.139
113,7018.162
733828,12063.599
11810,28555.098
610991,57914.758
250471,11232.093
4823529,69476.619
1434,23743.928
257,42595.631
18630175,96133.119
476145,16447.877
145,4550.071
76994328,190702.317
34640,9809.656
362904,9241.626
2931698,57494.027
2000445,72752.304
2258793,22634.831
2677545,43684.539
109,3465.672
372,9350.927
2259188,68872.960
765497,2600.761
1323249,9452.184
7068615,46284.221
64574,3097.828
36534,4473.792
500,10956.497
45,15795.612
4783,6859.218
1240614,15421.600
2837,19428.432
321807,19276.352
500,11289.084
2943425,24448.084
259219,5273.858
27,2827.739
3763265,13192.521
220941,10992.947
246,1281.128
236544,19896.813
700224,4236.365
9519787,16878.194
500,10291.715
242,2662.276
104,776.954
401680,7659.413
118,12510.238
157750,9998.941
1784855,9508.821
104,804.588
5236,2053.239
4026167,19980.617
9,1589.950
9385,1748.815
77625,15311.237
5944134,30426.138
72,14398.439
573792,11039.423
500,11138.563
81968,3238.175
80826,5082.532
1282911,5516.349
1458415,1587.534
96897,742.721
500,9180.601
640555,1409.245
2165744,5719.163
375785,7597.372
246,1308.627
123221,9153.222
18370938,19121.122
3136003,1978.491
2181859,1770.617
325173,7647.590
398479,8798.600
141154,5557.610
10388208,18921.226
1165806,5382.473
254,2621.884
1214051,4922.658
16570480,46913.562
310895,3150.842
737,14951.244
41935068,66541.973
1588530,20724.193
698345,939.348
516,11885.195
78827,2279.505
9868419,51453.236
6467517,34307.348
1505787,24139.780
523691,6896.255
19,1292.284
4426,3428.827
246,1228.617
2681378,6694.840
264695,4707.032
868698,20452.125
1749936,14350.830
644525,22299.303
1197447,1318.030
171402,13967.108
4121345,2106.290
551664,975.390
4115904,2087.627
11156066,36692.675
35454,7574.292
28873,8457.127
3320909,10183.646
8598,1896.063
25436,1128.452
3711,865.693
606,8204.763
2193747,13970.171
133532,6119.544
3237,1762.098
311990,24270.460
7276815,16271.045
2735379,1884.144
59504,21208.201
2016124,1438.760
7437,1141.895
323898,3894.837
2680445,6530.309
246,1520.844
472341,9695.539
64858,21430.845
176,28812.593
1647000,2079.517
3599,4991.929
53,2774.380
2827,23238.943
598586,22430.059
246,1814.544
280335,12579.036
168270,26643.427
11301,8230.679
15744822,95517.887
246,3946.246
7932658,61020.947
51144879,119073.384
697523,16847.561
286156,16940.479
490107,9653.667
833,5176.342
3141320,5013.040
3254586,35730.032
2339893,35499.142
238,39459.326
2474,5155.635
3788184,4836.698
29273,45140.588
354543,14251.598
381494,6228.260
158643,5721.410
8105,8996.880
3295306,4476.486
324,38043.094
12152,21100.713
1428045,31637.244
18209,38284.050
34,48875.799
14,5039.531
6667898,44546.206
23464210,121710.670
246,3268.075
1852271,11936.908
266128,6871.888
20364,10102.786
419415,27660.751
28191207,107467.944
15857,67648.848
151389,7429.264
758438,2791.557
5122,7405.430
2147406,35919.756
305,31507.402
104,2526.826
4615,22555.440
246,3111.521
62739,44040.850
811777,2117.666
1843485,3930.529
2444765,4526.739
104,2246.959
1879331,4126.490
162,53481.476
1818850,34205.793
283497,2961.024
500,10969.983
5542556,32781.934
500,11532.040
154897,4024.800
246,1195.771
1400266,1566.015
16502,3787.060
3230054,2071.089
47899627,92402.083
1435332,1076.957
18226548,33871.279
451156,24862.822
9236476,26021.983
2825052,1908.430
833318,9622.446
7513497,47516.808
3260664,18760.532
2224322,1722.279
1662279,16221.820
99,1417.091
136857,23260.637
28123,16997.808
4004488,24900.245
246,1038.409
5,1443.236
37,17281.610
10860924,49856.381
1130725,5000.561
246,1312.969
1314601,1559.305
2251279,5532.537
10,11727.196
17504957,18042.488
48027,7125.003
18533987,72432.569
1446,20589.020
104,879.301
96055,2160.789
1434,8442.278
130,1283.538
1188618,1123.171
4698995,16298.410
3307020,1898.205
143016,7514.607
778400,4037.402
435,13541.744
16,12821.466
2733807,1721.592
65,1323.149
5022563,25345.766
9127,2219.945
717,16744.037
3279779,1973.465
500,10949.713
1322,869.264
4353150,37114.581
66847,4407.641
28743,3002.990
56,2817.559
29509952,48484.233
101,11201.865
15914141,36192.323
5720763,45741.475
214552,4277.800
661782,4050.489
2270171,13240.943
361136,10438.182
2767433,23909.141
15,765.807
246,1307.664
4,1241.736
544227,5804.346
104,845.930
1056073,14107.267
406563,21780.560
4871425,16635.757
3461638,1921.298
1767,1081.833
20769,1801.399
246,1301.315
11,7992.059
683420,5437.879
256521,5489.647
2497,2126.171
246,1239.542
1052639,4713.925
5297923,32557.294
391342,3942.633
224069,5409.741
708387,12204.942
78,408.398
9063,2345.019
1504763,5495.528
80386,14493.764
391,2826.448
104,836.138
2236522,1621.893
104,675.253
1111049,1079.016
93,8225.144
462108,1349.055
5015042,39253.859
2026,1715.345
2275843,1521.887
434065,6399.298
866322,3853.341
8330409,33651.826
200116,839.116
74272,4151.002
12861383,40366.061
41067197,124584.462
295416,20275.308
777815,14784.701
3417,2719.044
172917,2936.127
51456,977.811
51,957.358
584408,992.914
3738260,13454.885
186132,19752.604
13649412,23387.295
22590829,15839.204
104,806.701
189720,4184.350
13306,2990.369
485192,1317.550
174,1058.771
16871458,18693.821
163,1547.120
17163,2071.427
449690,3885.302
497337,27429.815
201828,992.157
1988889,25480.539
2101153,1290.825
1028,16061.586
6122422,21113.886
10,1524.999
22009202,87412.863
246,1296.796
1502764,1588.048
29917907,16998.251
1726343,1180.507
301,1056.309
2366017,19850.870
567,20085.885
10514359,17005.277
2810658,1780.441
730441,14458.004
7191,12812.604
221669,3417.281
26418,7927.319
435,14712.396
1043886,16254.039
13554876,13221.753
364385,11764.893
3060110,21415.063
21163599,47651.392
2122528,11594.657
238000,12817.272
18335551,37904.329
926710,3957.006
1649910,18868.872
20199063,14716.083
4436,770.661
3527562,36585.627
603618,6353.481
493,18817.100
1026,20774.819
379,8473.629
10185098,52784.501
877854,1063.638
74677,8389.798
6258560,35983.586
246,1270.312
7,1387.489
19184,4032.645
1368465,16530.137
11063262,29655.867
2524948,34976.305
36966578,77275.493
51,837.900
10071899,16120.583
96932,3126.306
801754,1156.619
